timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1732800283382,828,HTTP Request,200,OK,JmeterScripttesting 1-98,text,true,,7489,208,59,59,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,827,0,341
1732800283118,1092,HTTP Request,200,OK,JmeterScripttesting 1-89,text,true,,7485,208,59,59,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1091,0,307
1732800283083,1132,HTTP Request,200,OK,JmeterScripttesting 1-87,text,true,,7491,208,57,57,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1127,0,335
1732800283414,802,HTTP Request,200,OK,JmeterScripttesting 1-104,text,true,,7493,208,57,57,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,802,0,348
1732800283453,764,HTTP Request,200,OK,JmeterScripttesting 1-106,text,true,,7485,208,57,57,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,764,0,331
1732800283054,1165,HTTP Request,200,OK,JmeterScripttesting 1-85,text,true,,7493,208,55,55,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1164,0,363
1732800283052,1170,HTTP Request,200,OK,JmeterScripttesting 1-84,text,true,,7495,208,54,54,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1169,0,354
1732800283492,735,HTTP Request,200,OK,JmeterScripttesting 1-108,text,true,,7485,208,53,53,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,735,0,332
1732800283533,767,HTTP Request,200,OK,JmeterScripttesting 1-110,text,true,,7487,208,56,56,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,766,0,357
1732800283092,1208,HTTP Request,200,OK,JmeterScripttesting 1-88,text,true,,7487,208,56,56,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1207,0,339
1732800283513,789,HTTP Request,200,OK,JmeterScripttesting 1-109,text,true,,7487,208,55,55,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,788,0,335
1732800283194,1110,HTTP Request,200,OK,JmeterScripttesting 1-93,text,true,,7491,208,53,53,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1107,0,354
1732800283056,1250,HTTP Request,200,OK,JmeterScripttesting 1-86,text,true,,7487,208,52,52,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1250,0,358
1732800282996,1310,HTTP Request,200,OK,JmeterScripttesting 1-83,text,true,,7485,208,52,52,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1310,0,424
1732800283231,1080,HTTP Request,200,OK,JmeterScripttesting 1-95,text,true,,7485,208,50,50,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,1075,0,311
1732800283554,759,HTTP Request,200,OK,JmeterScripttesting 1-111,text,true,,7487,208,49,49,https://automationexercise.com/login?%24%7Bemail%7D=abdulganiyufarouk89%40gmail.com&%24%7Bname%7D=Abdulganiyufarouk,758,0,336
